state,constituency_id,constituency_x,actual_winner,actual_party,actual_vote_share,constituency_y,sim_winner,sim_party,sim_vote_share,sim_alliance,flipped
Andhra Pradesh,ANDHRA_PRADESH__MACHILIPATNAM,Machilipatnam,BALASHOWRY VALLABHANENI,JNP,55.216218852991304,Machilipatnam,BALASHOWRY VALLABHANENI,JNP,55.216218852991304,UNKNOWN,False
Uttar Pradesh,UTTAR_PRADESH__BULANDSHAHR,Bulandshahr,DR BHOLA SINGH,BJP,56.64933293753124,Bulandshahr,DR BHOLA SINGH,BJP,55.2013464015467,NDA,False
Andhra Pradesh,ANDHRA_PRADESH__BAPATLA,Bapatla,KRISHNA PRASAD TENNETI,TDP,55.16015821702178,Bapatla,KRISHNA PRASAD TENNETI,TDP,55.16015821702178,NDA,False
Tamil Nadu,TAMIL_NADU__CHENNAI_NORTH,CHENNAI NORTH,DR.KALANIDHI VEERASWAMY,DMK,55.106821246574754,CHENNAI NORTH,DR.KALANIDHI VEERASWAMY,DMK,55.10682124657477,INDIA,False
Karnataka,KARNATAKA__BELGAUM,Belgaum,JAGADISH SHETTAR,BJP,55.06431512932034,Belgaum,JAGADISH SHETTAR,BJP,55.06431512932034,NDA,False
Maharashtra,MAHARASHTRA__KOLHAPUR,Kolhapur,CHHATRAPATI SHAHU SHAHAJI,INC,54.15258166430541,Kolhapur,CHHATRAPATI SHAHU SHAHAJI,INC,55.051550651279825,INDIA,False
Assam,ASSAM__KAZIRANGA,Kaziranga,KAMAKHYA PRASAD TASA,BJP,55.0354400200744,Kaziranga,KAMAKHYA PRASAD TASA,BJP,55.0354400200744,NDA,False
Meghalaya,MEGHALAYA__SHILLONG,Shillong,DR. RICKY ANDREW J. SYNGKON,VOTPP,55.0218660366833,Shillong,DR. RICKY ANDREW J. SYNGKON,VOTPP,55.021866036683306,UNKNOWN,False
Uttar Pradesh,UTTAR_PRADESH__KANNAUJ,Kannauj,AKHILESH YADAV,SP,52.740564593010696,Kannauj,AKHILESH YADAV,SP,54.96573591344348,INDIA,False
Haryana,HARYANA__KARNAL,KARNAL,MANOHAR LAL,BJP,54.92899876067322,KARNAL,MANOHAR LAL,BJP,54.92899876067322,NDA,False
Rajasthan,RAJASTHAN__JALORE,JALORE,LUMBARAM,BJP,54.9079128897146,JALORE,LUMBARAM,BJP,54.907912889714595,NDA,False
Karnataka,KARNATAKA__CHAMARAJANAGAR,Chamarajanagar,SUNIL BOSE,INC,54.874627408294806,Chamarajanagar,SUNIL BOSE,INC,54.8746274082948,INDIA,False
Andhra Pradesh,ANDHRA_PRADESH__KAKINADA,Kakinada,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),JNP,54.8727142291001,Kakinada,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),JNP,54.8727142291001,UNKNOWN,False
Andhra Pradesh,ANDHRA_PRADESH__CHITTOOR,Chittoor,DAGGUMALLA PRASADA RAO,TDP,54.83787302032551,Chittoor,DAGGUMALLA PRASADA RAO,TDP,54.837873020325524,NDA,False
Andhra Pradesh,ANDHRA_PRADESH__RAJAHMUNDRY,Rajahmundry,DAGGUBATI PURANDHESHWARI,BJP,54.81903301675021,Rajahmundry,DAGGUBATI PURANDHESHWARI,BJP,54.81903301675022,NDA,False
Kerala,KERALA__PONNANI,Ponnani,DR. M.P ABDUSSAMAD SAMADANI,IUML,54.81030813722357,Ponnani,DR. M.P ABDUSSAMAD SAMADANI,IUML,54.81030813722357,UNKNOWN,False
Assam,ASSAM__LAKHIMPUR,Lakhimpur,PRADAN BARUAH,BJP,54.74854154592005,Lakhimpur,PRADAN BARUAH,BJP,54.748541545920034,NDA,False
Bihar,BIHAR__PATNA_SAHIB,Patna Sahib,RAVI SHANKAR PRASAD,BJP,54.69755350089633,Patna Sahib,RAVI SHANKAR PRASAD,BJP,54.69755350089635,NDA,False
Odisha,ODISHA__BARGARH,Bargarh,PRADEEP PUROHIT,BJP,54.689570825673506,Bargarh,PRADEEP PUROHIT,BJP,54.689570825673506,NDA,False
Gujarat,GUJARAT__JUNAGADH,Junagadh,CHUDASAMA RAJESHBHAI NARANBHAI,BJP,54.673284324967966,Junagadh,CHUDASAMA RAJESHBHAI NARANBHAI,BJP,54.673284324967966,NDA,False
Jharkhand,JHARKHAND__KHUNTI,Khunti,KALI CHARAN MUNDA,INC,54.623340685526145,Khunti,KALI CHARAN MUNDA,INC,54.62334068552616,INDIA,False
Assam,ASSAM__DIBRUGARH,Dibrugarh,SARBANANDA SONOWAL,BJP,54.27130253566786,Dibrugarh,SARBANANDA SONOWAL,BJP,54.27130253566786,NDA,False
Haryana,HARYANA__SIRSA,SIRSA,SELJA,INC,54.17139119701883,SIRSA,SELJA,INC,54.17139119701883,INDIA,False
Assam,ASSAM__JORHAT,Jorhat,GAURAV GOGOI,INC,54.039147186520594,Jorhat,GAURAV GOGOI,INC,54.039147186520594,INDIA,False
Maharashtra,MAHARASHTRA__SOLAPUR,Solapur,PRANITI SUSHILKUMAR SHINDE,INC,51.49296172222984,Solapur,PRANITI SUSHILKUMAR SHINDE,INC,54.03329466891903,INDIA,False
Andhra Pradesh,ANDHRA_PRADESH__ELURU,Eluru,PUTTA MAHESH KUMAR,TDP,54.00322275114703,Eluru,PUTTA MAHESH KUMAR,TDP,54.00322275114703,NDA,False
West Bengal,WEST_BENGAL__BASIRHAT,Basirhat,SK NURUL ISLAM,AITC,52.76102615135476,Basirhat,SK NURUL ISLAM,AITC,53.991070797367925,INDIA,False
Karnataka,KARNATAKA__DAKSHINA_KANNADA,Dakshina Kannada,CAPTAIN BRIJESH CHOWTA,BJP,53.97289107694046,Dakshina Kannada,CAPTAIN BRIJESH CHOWTA,BJP,53.97289107694046,NDA,False
Andhra Pradesh,ANDHRA_PRADESH__NARSARAOPET,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,TDP,53.88188206077879,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,TDP,53.88188206077879,NDA,False
Bihar,BIHAR__MADHUBANI,Madhubani,ASHOK KUMAR YADAV,BJP,53.84965671850917,Madhubani,ASHOK KUMAR YADAV,BJP,53.84965671850917,NDA,False
Karnataka,KARNATAKA__CHIKKBALLAPUR,Chikkballapur,DR.K.SUDHAKAR,BJP,53.73714741119139,Chikkballapur,DR.K.SUDHAKAR,BJP,53.7371474111914,NDA,False
Uttarakhand,UTTARAKHAND__TEHRI_GARHWAL,Tehri Garhwal,MALA RAJYA LAKSHMI SHAH,BJP,53.66368885006629,Tehri Garhwal,MALA RAJYA LAKSHMI SHAH,BJP,53.66368885006631,NDA,False
Rajasthan,RAJASTHAN__KARAULI-DHOLPUR,KARAULI-DHOLPUR,BHAJAN LAL JATAV,INC,53.638214714377376,KARAULI-DHOLPUR,BHAJAN LAL JATAV,INC,53.638214714377376,INDIA,False
Karnataka,KARNATAKA__BIDAR,Bidar,SAGAR ESHWAR KHANDRE,INC,53.634806435046634,Bidar,SAGAR ESHWAR KHANDRE,INC,53.63480643504662,INDIA,False
Haryana,HARYANA__FARIDABAD,FARIDABAD,KRISHAN PAL,BJP,53.595949764905306,FARIDABAD,KRISHAN PAL,BJP,53.595949764905306,NDA,False
Karnataka,KARNATAKA__MYSORE,Mysore,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,BJP,53.588243100413415,Mysore,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,BJP,53.58824310041342,NDA,False
West Bengal,WEST_BENGAL__GHATAL,Ghatal,ADHIKARI DEEPAK (DEV),AITC,52.35618122702361,Ghatal,ADHIKARI DEEPAK (DEV),AITC,53.58824002688915,INDIA,False
Himachal Pradesh,HIMACHAL_PRADESH__SHIMLA,SHIMLA,Suresh Kumar Kashyap,BJP,53.5842014918064,SHIMLA,Suresh Kumar Kashyap,BJP,53.5842014918064,NDA,False
NCT OF Delhi,NCT_OF_DELHI__NEW_DELHI,New Delhi,BANSURI SWARAJ,BJP,53.47517546385232,New Delhi,BANSURI SWARAJ,BJP,53.475175463852324,NDA,False
NCT OF Delhi,NCT_OF_DELHI__CHANDNI_CHOWK,Chandni Chowk,PRAVEEN KHANDELWAL,BJP,53.461849783977264,Chandni Chowk,PRAVEEN KHANDELWAL,BJP,53.46184978397726,NDA,False
NCT OF Delhi,NCT_OF_DELHI__SOUTH_DELHI,South Delhi,RAMVIR SINGH BIDHURI,BJP,53.459341758243454,South Delhi,RAMVIR SINGH BIDHURI,BJP,53.459341758243454,NDA,False
Bihar,BIHAR__PASCHIM_CHAMPARAN,Paschim Champaran,DR.SANJAY JAISWAL,BJP,53.43316860850481,Paschim Champaran,DR.SANJAY JAISWAL,BJP,53.43316860850481,NDA,False
Tamil Nadu,TAMIL_NADU__PERAMBALUR,PERAMBALUR,ARUN NEHRU,DMK,53.41791634269845,PERAMBALUR,ARUN NEHRU,DMK,53.41791634269845,INDIA,False
Gujarat,GUJARAT__SABARKANTHA,Sabarkantha,SHOBHANABEN MAHENDRASINH BARAIYA,BJP,53.359099639345246,Sabarkantha,SHOBHANABEN MAHENDRASINH BARAIYA,BJP,53.359099639345246,NDA,False
West Bengal,WEST_BENGAL__ULUBERIA,Uluberia,SAJDA AHMED,AITC,52.10131766458584,Uluberia,SAJDA AHMED,AITC,53.33464444237397,INDIA,False
Andhra Pradesh,ANDHRA_PRADESH__ANANTHAPUR,Ananthapur,AMBICA G LAKSHMINARAYANA VALMIKI,TDP,53.334495025089765,Ananthapur,AMBICA G LAKSHMINARAYANA VALMIKI,TDP,53.334495025089765,NDA,False
Bihar,BIHAR__HAJIPUR,Hajipur,CHIRAG PASWAN,LJPRV,53.29396775276892,Hajipur,CHIRAG PASWAN,LJPRV,53.29396775276892,UNKNOWN,False
Chhattisgarh,CHHATTISGARH__BILASPUR,BILASPUR,TOKHAN SAHU,BJP,53.25133139897895,BILASPUR,TOKHAN SAHU,BJP,53.25133139897893,NDA,False
NCT OF Delhi,NCT_OF_DELHI__NORTH-EAST_DELHI,North-East Delhi,MANOJ TIWARI,BJP,53.09683390104274,North-East Delhi,MANOJ TIWARI,BJP,53.09683390104274,NDA,False
Madhya Pradesh,MADHYA_PRADESH__RAJGARH,RAJGARH,RODMAL NAGAR,BJP,53.09619264421129,RAJGARH,RODMAL NAGAR,BJP,53.09619264421129,NDA,False
Tamil Nadu,TAMIL_NADU__KANNIYAKUMARI,KANNIYAKUMARI,VIJAYAKUMAR (Alias) VIJAY VASANTH,INC,53.08248830237451,KANNIYAKUMARI,VIJAYAKUMAR (Alias) VIJAY VASANTH,INC,53.08248830237452,INDIA,False
Chhattisgarh,CHHATTISGARH__MAHASAMUND,MAHASAMUND,ROOP KUMARI CHOUDHARY,BJP,53.06308819980695,MAHASAMUND,ROOP KUMARI CHOUDHARY,BJP,53.06308819980695,NDA,False
Kerala,KERALA__ERNAKULAM,Ernakulam,HIBI EDEN,INC,52.97264585909751,Ernakulam,HIBI EDEN,INC,52.9726458590975,INDIA,False
Bihar,BIHAR__SAMASTIPUR,Samastipur,SHAMBHAVI,LJPRV,52.96822925802491,Samastipur,SHAMBHAVI,LJPRV,52.9682292580249,UNKNOWN,False
Bihar,BIHAR__MADHEPURA,Madhepura,DINESH CHANDRA YADAV,JDU,52.95954765457409,Madhepura,DINESH CHANDRA YADAV,JDU,52.95954765457408,NDA,False
Jharkhand,JHARKHAND__CHATRA,Chatra,KALI CHARAN SINGH,BJP,52.88715469066562,Chatra,KALI CHARAN SINGH,BJP,52.88715469066562,NDA,False
Himachal Pradesh,HIMACHAL_PRADESH__MANDI,MANDI,KANGNA RANAUT,BJP,52.86638249278901,MANDI,KANGNA RANAUT,BJP,52.86638249278901,NDA,False
Jammu and Kashmir,JAMMU_AND_KASHMIR__SRINAGAR,SRINAGAR,AGA SYED RUHULLAH MEHDI,JKN,52.85008930131716,SRINAGAR,AGA SYED RUHULLAH MEHDI,JKN,52.85008930131717,UNKNOWN,False
Nagaland,NAGALAND__NAGALAND,Nagaland,S SUPONGMEREN JAMIR,INC,52.83295390617195,Nagaland,S SUPONGMEREN JAMIR,INC,52.83295390617195,INDIA,False
Jammu and Kashmir,JAMMU_AND_KASHMIR__JAMMU,JAMMU,JUGAL KISHORE,BJP,52.80300051605927,JAMMU,JUGAL KISHORE,BJP,52.80300051605927,NDA,False
Uttar Pradesh,UTTAR_PRADESH__VARANASI,Varanasi,NARENDRA MODI,BJP,54.23826896242334,Varanasi,NARENDRA MODI,BJP,52.765928244872065,NDA,False
Rajasthan,RAJASTHAN__JODHPUR,JODHPUR,GAJENDRA SINGH SHEKHAWAT,BJP,52.75588616586624,JODHPUR,GAJENDRA SINGH SHEKHAWAT,BJP,52.75588616586623,NDA,False
Uttar Pradesh,UTTAR_PRADESH__KAUSHAMBI,Kaushambi,PUSHPENDRA SAROJ,SP,50.50751538893661,Kaushambi,PUSHPENDRA SAROJ,SP,52.743796406902085,INDIA,False
Puducherry,PUDUCHERRY__PUDUCHERRY,PUDUCHERRY,VE. VAITHILINGAM,INC,52.72730648315469,PUDUCHERRY,VE. VAITHILINGAM,INC,52.7273064831547,INDIA,False
Tamil Nadu,TAMIL_NADU__SRIPERUMBUDUR,SRIPERUMBUDUR,T R BAALU,DMK,52.647135366966594,SRIPERUMBUDUR,T R BAALU,DMK,52.647135366966594,INDIA,False
Madhya Pradesh,MADHYA_PRADESH__KHARGONE,KHARGONE,GAJENDRA SINGH PATEL,BJP,52.59652112103199,KHARGONE,GAJENDRA SINGH PATEL,BJP,52.59652112103199,NDA,False
NCT OF Delhi,NCT_OF_DELHI__EAST_DELHI,East Delhi,HARSH MALHOTRA,BJP,52.59440100818876,East Delhi,HARSH MALHOTRA,BJP,52.594401008188775,NDA,False
Karnataka,KARNATAKA__BELLARY,Bellary,E. TUKARAM,INC,52.58203025510931,Bellary,E. TUKARAM,INC,52.582030255109316,INDIA,False
Odisha,ODISHA__PURI,Puri,SAMBIT PATRA,BJP,52.57832903625752,Puri,SAMBIT PATRA,BJP,52.57832903625752,NDA,False
Gujarat,GUJARAT__ANAND,Anand,MITESH PATEL (BAKABHAI),BJP,52.44009044760606,Anand,MITESH PATEL (BAKABHAI),BJP,52.44009044760606,NDA,False
Maharashtra,MAHARASHTRA__RAVER,Raver,KHADSE RAKSHA NIKHIL,BJP,53.84461100689104,Raver,KHADSE RAKSHA NIKHIL,BJP,52.41712474937221,NDA,False
Karnataka,KARNATAKA__DHARWAD,Dharwad,PRALHAD JOSHI,BJP,52.41388344306696,Dharwad,PRALHAD JOSHI,BJP,52.41388344306696,NDA,False
Lakshadweep,LAKSHADWEEP__LAKSHADWEEP,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,INC,52.288617886178855,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,INC,52.28861788617887,INDIA,False
Bihar,BIHAR__MAHARAJGANJ,Maharajganj,"JANARDAN SINGH ""SIGRIWAL""",BJP,52.21657632463571,Maharajganj,"JANARDAN SINGH ""SIGRIWAL""",BJP,52.216576324635724,NDA,False
Madhya Pradesh,MADHYA_PRADESH__REWA,REWA,JANARDAN MISHRA,BJP,52.00347663563617,REWA,JANARDAN MISHRA,BJP,52.00347663563617,NDA,False
Bihar,BIHAR__JAMUI,Jamui,ARUN BHARTI,LJPRV,51.98415494575856,Jamui,ARUN BHARTI,LJPRV,51.98415494575856,UNKNOWN,False
Uttar Pradesh,UTTAR_PRADESH__RAMPUR,Rampur,MOHIBBULLAH,SP,49.737986259385856,Rampur,MOHIBBULLAH,SP,51.97809578048344,INDIA,False
Madhya Pradesh,MADHYA_PRADESH__RATLAM,RATLAM,ANITA NAGARSINGH CHOUHAN,BJP,51.92748735354547,RATLAM,ANITA NAGARSINGH CHOUHAN,BJP,51.927487353545466,NDA,False
Uttar Pradesh,UTTAR_PRADESH__MORADABAD,Moradabad,RUCHI VIRA,SP,49.6703904737041,Moradabad,RUCHI VIRA,SP,51.91083629224289,INDIA,False
Karnataka,KARNATAKA__BIJAPUR,Bijapur,RAMESH JIGAJINAGI,BJP,51.90754825578614,Bijapur,RAMESH JIGAJINAGI,BJP,51.90754825578615,NDA,False
Maharashtra,MAHARASHTRA__BARAMATI,Baramati,SUPRIYA SULE,NCPSP,51.850640316239115,Baramati,SUPRIYA SULE,NCPSP,51.85064031623913,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__MATHURA,Mathura,HEMAMALINI DHARMENDRA DEOL,BJP,53.295661859513544,Mathura,HEMAMALINI DHARMENDRA DEOL,BJP,51.8137998580945,NDA,False
Jharkhand,JHARKHAND__HAZARIBAGH,Hazaribagh,MANISH JAISWAL,BJP,51.7616890454167,Hazaribagh,MANISH JAISWAL,BJP,51.761689045416695,NDA,False
West Bengal,WEST_BENGAL__MATHURAPUR,Mathurapur,BAPI HALDAR,AITC,50.515967658272864,Mathurapur,BAPI HALDAR,AITC,51.75718174952523,INDIA,False
Maharashtra,MAHARASHTRA__LATUR,Latur,DR. KALGE SHIVAJI BANDAPPA,INC,49.151103359834195,Latur,DR. KALGE SHIVAJI BANDAPPA,INC,51.667781171549706,INDIA,False
Maharashtra,MAHARASHTRA__MUMBAI_SOUTH,Mumbai South,ARVIND GANPAT SAWANT,SHSUBT,51.17686547762099,Mumbai South,ARVIND GANPAT SAWANT,SHSUBT,51.6602628491297,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__LUCKNOW,Lucknow,RAJ NATH SINGH,BJP,53.89333375553702,Lucknow,RAJ NATH SINGH,BJP,51.63515796570849,NDA,False
Karnataka,KARNATAKA__RAICHUR,Raichur,G. KUMAR NAIK.,INC,51.627900176898,Raichur,G. KUMAR NAIK.,INC,51.62790017689799,INDIA,False
Jharkhand,JHARKHAND__SINGHBHUM,Singhbhum,JOBA MAJHI,JMM,51.62421087002046,Singhbhum,JOBA MAJHI,JMM,51.62421087002045,UNKNOWN,False
Maharashtra,MAHARASHTRA__NAGPUR,Nagpur,NITIN JAIRAM GADKARI,BJP,54.075426744851285,Nagpur,NITIN JAIRAM GADKARI,BJP,51.59134014631444,NDA,False
Madhya Pradesh,MADHYA_PRADESH__BALAGHAT,BALAGHAT,BHARTI PARDHI,BJP,51.55684810602772,BALAGHAT,BHARTI PARDHI,BJP,51.55684810602772,NDA,False
Uttar Pradesh,UTTAR_PRADESH__KAISERGANJ,Kaiserganj,KARAN BHUSHAN SINGH,BJP,53.78622896735615,Kaiserganj,KARAN BHUSHAN SINGH,BJP,51.5285860371703,NDA,False
Maharashtra,MAHARASHTRA__MUMBAI_NORTH_CENTRAL,Mumbai North Central,GAIKWAD VARSHA EKNATH,INC,48.93077022761767,Mumbai North Central,GAIKWAD VARSHA EKNATH,INC,51.44522245213906,INDIA,False
Kerala,KERALA__IDUKKI,Idukki,ADV. DEAN KURIAKOSE,INC,51.432629479086,Idukki,ADV. DEAN KURIAKOSE,INC,51.432629479086,INDIA,False
Tamil Nadu,TAMIL_NADU__ERODE,ERODE,K.E.PRAKASH,DMK,51.42922729812708,ERODE,K.E.PRAKASH,DMK,51.42922729812708,INDIA,False
Rajasthan,RAJASTHAN__GANGANAGAR,GANGANAGAR,KULDEEP INDORA,INC,51.396893089040354,GANGANAGAR,KULDEEP INDORA,INC,51.396893089040354,INDIA,False
Arunachal Pradesh,ARUNACHAL_PRADESH__ARUNACHAL_WEST,Arunachal West,KIREN RIJIJU,BJP,51.37942591870016,Arunachal West,KIREN RIJIJU,BJP,51.37942591870017,NDA,False
Bihar,BIHAR__GAYA,Gaya,JITAN RAM MANJHI,HAMS,51.36166097319016,Gaya,JITAN RAM MANJHI,HAMS,51.36166097319016,UNKNOWN,False
Tamil Nadu,TAMIL_NADU__TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,DURAI VAIKO,MDMK,51.34767851934347,TIRUCHIRAPPALLI,DURAI VAIKO,MDMK,51.34767851934347,UNKNOWN,False
Uttar Pradesh,UTTAR_PRADESH__FIROZABAD,Firozabad,AKSHAYA YADAV,SP,49.04171964858538,Firozabad,AKSHAYA YADAV,SP,51.28529318267202,INDIA,False
Jammu and Kashmir,JAMMU_AND_KASHMIR__UDHAMPUR,UDHAMPUR,DR JITENDRA SINGH,BJP,51.27612062920267,UDHAMPUR,DR JITENDRA SINGH,BJP,51.27612062920267,NDA,False
Telangana,TELANGANA__MALKAJGIRI,Malkajgiri,EATALA RAJENDER,BJP,51.24728325929251,Malkajgiri,EATALA RAJENDER,BJP,51.24728325929251,NDA,False
Andhra Pradesh,ANDHRA_PRADESH__HINDUPUR,Hindupur,B K PARTHASARATHI,TDP,51.22601298135545,Hindupur,B K PARTHASARATHI,TDP,51.22601298135545,NDA,False
Karnataka,KARNATAKA__CHIKKODI,Chikkodi,PRIYANKA SATISH JARKIHOLI,INC,51.21416875973105,Chikkodi,PRIYANKA SATISH JARKIHOLI,INC,51.21416875973105,INDIA,False
Madhya Pradesh,MADHYA_PRADESH__BHIND,BHIND,SANDHYA RAY,BJP,51.197465793841225,BHIND,SANDHYA RAY,BJP,51.197465793841225,NDA,False
Rajasthan,RAJASTHAN__BHARATPUR,BHARATPUR,SANJNA JATAV,INC,51.18181818181819,BHARATPUR,SANJNA JATAV,INC,51.18181818181819,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__KAIRANA,Kairana,IQRA CHOUDHARY,SP,48.898876279628006,Kairana,IQRA CHOUDHARY,SP,51.1431604772418,INDIA,False
Rajasthan,RAJASTHAN__CHURU,CHURU,RAHUL KASWAN,INC,51.115260292915075,CHURU,RAHUL KASWAN,INC,51.115260292915075,INDIA,False
West Bengal,WEST_BENGAL__JHARGRAM,Jhargram,KALIPADA SAREN (KHERWAL),AITC,49.8696375138093,Jhargram,KALIPADA SAREN (KHERWAL),AITC,51.11406717791971,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__BAGHPAT,Baghpat,DR RAJKUMAR SANGWAN,RLD,52.36465393623504,Baghpat,DR RAJKUMAR SANGWAN,RLD,51.08746725486346,UNKNOWN,False
Uttar Pradesh,UTTAR_PRADESH__AGRA,Agra,PROF S P SINGH BAGHEL,BJP,53.33762243288048,Agra,PROF S P SINGH BAGHEL,BJP,51.08221137600047,NDA,False
Uttar Pradesh,UTTAR_PRADESH__SHRAWASTI,Shrawasti,RAM SHIROMANI VERMA,SP,48.8333804733366,Shrawasti,RAM SHIROMANI VERMA,SP,51.07799052073294,INDIA,False
Karnataka,KARNATAKA__KOLAR,Kolar,M. MALLESH BABU,JD(S),51.02322266068883,Kolar,M. MALLESH BABU,JD(S),51.02322266068883,UNKNOWN,False
Assam,ASSAM__BARPETA,Barpeta,PHANI BHUSAN CHOUDHURY,AGP,51.01673069611488,Barpeta,PHANI BHUSAN CHOUDHURY,AGP,51.01673069611488,UNKNOWN,False
Uttar Pradesh,UTTAR_PRADESH__NAGINA,Nagina,CHANDRASHEKHAR,ASPKR,51.18850138269835,Nagina,CHANDRASHEKHAR,ASPKR,50.93383222159039,UNKNOWN,False
Karnataka,KARNATAKA__BAGALKOT,Bagalkot,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,BJP,50.93039335560176,Bagalkot,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,BJP,50.93039335560176,NDA,False
Uttar Pradesh,UTTAR_PRADESH__BASTI,Basti,RAM PRASAD CHAUDHARY,SP,48.66743007009152,Basti,RAM PRASAD CHAUDHARY,SP,50.91286574138459,INDIA,False
Assam,ASSAM__NAGAON,Nagaon,PRADYUT BORDOLOI,INC,50.893614056276206,Nagaon,PRADYUT BORDOLOI,INC,50.893614056276206,INDIA,False
Madhya Pradesh,MADHYA_PRADESH__SIDHI,SIDHI,DR. RAJESH MISHRA,BJP,50.86527599576035,SIDHI,DR. RAJESH MISHRA,BJP,50.86527599576035,NDA,False
Jammu and Kashmir,JAMMU_AND_KASHMIR__ANANTNAG-RAJOURI,ANANTNAG-RAJOURI,MIAN ALTAF AHMAD,JKN,50.8538729306104,ANANTNAG-RAJOURI,MIAN ALTAF AHMAD,JKN,50.853872930610386,UNKNOWN,False
Rajasthan,RAJASTHAN__TONK-SAWAI_MADHOPUR,TONK-SAWAI MADHOPUR,HARISH CHANDRA MEENA,INC,50.85367166048147,TONK-SAWAI MADHOPUR,HARISH CHANDRA MEENA,INC,50.85367166048147,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__FAIZABAD,Faizabad,AWADHESH PRASAD,SP,48.59366630401144,Faizabad,AWADHESH PRASAD,SP,50.839468959215374,INDIA,False
Maharashtra,MAHARASHTRA__SHIRUR,Shirur,DR. AMOL RAMSING KOLHE,NCPSP,50.833779567889735,Shirur,DR. AMOL RAMSING KOLHE,NCPSP,50.833779567889735,INDIA,False
Uttar Pradesh,UTTAR_PRADESH__MOHANLALGANJ,Mohanlalganj,R. K. CHAUDHARY,SP,48.485827455330565,Mohanlalganj,R. K. CHAUDHARY,SP,50.732166622219474,INDIA,False
West Bengal,WEST_BENGAL__KOLKATA_DAKSHIN,Kolkata Dakshin,MALA ROY,AITC,49.48012709523377,Kolkata Dakshin,MALA ROY,AITC,50.72649462212314,INDIA,False
Bihar,BIHAR__KHAGARIA,Khagaria,RAJESH VERMA,LJPRV,50.72606116994728,Khagaria,RAJESH VERMA,LJPRV,50.72606116994728,UNKNOWN,False
Gujarat,GUJARAT__BHARUCH,Bharuch,MANSUKHBHAI DHANJIBHAI VASAVA,BJP,50.72354132400972,Bharuch,MANSUKHBHAI DHANJIBHAI VASAVA,BJP,50.72354132400972,NDA,False
Maharashtra,MAHARASHTRA__MUMBAI_NORTH_EAST,Mumbai North East,SANJAY DINA PATIL,SHSUBT,48.67264851819111,Mumbai North East,SANJAY DINA PATIL,SHSUBT,50.686376038970515,INDIA,False
Rajasthan,RAJASTHAN__SIKAR,SIKAR,AMRARAM,CPIM,50.68201245948821,SIKAR,AMRARAM,CPIM,50.6820124594882,INDIA,False
Rajasthan,RAJASTHAN__BIKANER,BIKANER,ARJUN RAM MEGHWAL,BJP,50.679256216231686,BIKANER,ARJUN RAM MEGHWAL,BJP,50.679256216231686,NDA,False
Andaman & Nicobar Islands,ANDAMAN_&_NICOBAR_ISLANDS__ANDAMAN_&_NICOBAR_ISLANDS,Andaman & Nicobar Islands,BISHNU PADA RAY,BJP,50.58218197260437,Andaman & Nicobar Islands,BISHNU PADA RAY,BJP,50.58218197260436,NDA,False
Karnataka,KARNATAKA__HAVERI,Haveri,BASAVARAJ BOMMAI,BJP,50.54677850598791,Haveri,BASAVARAJ BOMMAI,BJP,50.54677850598791,NDA,False
West Bengal,WEST_BENGAL__HOWRAH,Howrah,PRASUN BANERJEE,AITC,49.26049460762575,Howrah,PRASUN BANERJEE,AITC,50.507954833458456,INDIA,False
Bihar,BIHAR__PURVI_CHAMPARAN,Purvi Champaran,RADHA MOHAN SINGH,BJP,50.49818941815499,Purvi Champaran,RADHA MOHAN SINGH,BJP,50.49818941815499,NDA,False
Haryana,HARYANA__GURGAON,GURGAON,RAO INDERJIT SINGH,BJP,50.48212876085414,GURGAON,RAO INDERJIT SINGH,BJP,50.48212876085414,NDA,False
Uttar Pradesh,UTTAR_PRADESH__AZAMGARH,Azamgarh,DHARMENDRA YADAV,SP,48.19624094374692,Azamgarh,DHARMENDRA YADAV,SP,50.444020839549175,INDIA,False
Maharashtra,MAHARASHTRA__PUNE,Pune,MURLIDHAR MOHOL,BJP,52.93706521621044,Pune,MURLIDHAR MOHOL,BJP,50.441480016374186,NDA,False
Rajasthan,RAJASTHAN__ALWAR,ALWAR,BHUPENDER YADAV,BJP,50.4206829536044,ALWAR,BHUPENDER YADAV,BJP,50.4206829536044,NDA,False
Maharashtra,MAHARASHTRA__DHULE,Dhule,BACHHAV SHOBHA DINESH,INC,47.885540414747865,Dhule,BACHHAV SHOBHA DINESH,INC,50.38943476237158,INDIA,False
