row_index,state,constituency,state_key,constituency_key,canonical_state_key,canonical_constituency_key,repair_class,completion_category,exists_in_election_master,exists_in_geojson,exists_in_delimitation_reference,reason
148,Gujarat,Chhota Udaipur,GUJARAT,CHHOTA UDAIPUR,GUJARAT,CHHOTA UDAIPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
149,Gujarat,Dahod,GUJARAT,DAHOD,GUJARAT,DAHOD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
150,Gujarat,Gandhinagar,GUJARAT,GANDHINAGAR,GUJARAT,GANDHINAGAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
151,Gujarat,Jamnagar,GUJARAT,JAMNAGAR,GUJARAT,JAMNAGAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
152,Gujarat,Junagadh,GUJARAT,JUNAGADH,GUJARAT,JUNAGADH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
153,Gujarat,Kachchh,GUJARAT,KACHCHH,GUJARAT,KACHCHH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
154,Gujarat,Kheda,GUJARAT,KHEDA,GUJARAT,KHEDA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
155,Gujarat,Mahesana,GUJARAT,MAHESANA,GUJARAT,MAHESANA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
156,Gujarat,Navsari,GUJARAT,NAVSARI,GUJARAT,NAVSARI,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
157,Gujarat,Panchmahal,GUJARAT,PANCHMAHAL,GUJARAT,PANCHMAHAL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
158,Gujarat,Patan,GUJARAT,PATAN,GUJARAT,PATAN,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
159,Gujarat,Porbandar,GUJARAT,PORBANDAR,GUJARAT,PORBANDAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
160,Gujarat,Rajkot,GUJARAT,RAJKOT,GUJARAT,RAJKOT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
161,Gujarat,Sabarkantha,GUJARAT,SABARKANTHA,GUJARAT,SABARKANTHA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
162,Gujarat,Surat,GUJARAT,SURAT,GUJARAT,SURAT,true_missing,no_election_data_needs_election_results,False,True,True,Seat missing election results in master
163,Gujarat,Surendranagar,GUJARAT,SURENDRANAGAR,GUJARAT,SURENDRANAGAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
164,Gujarat,Vadodara,GUJARAT,VADODARA,GUJARAT,VADODARA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
165,Gujarat,Valsad,GUJARAT,VALSAD,GUJARAT,VALSAD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
166,Haryana,AMBALA,HARYANA,AMBALA,HARYANA,AMBALA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
167,Haryana,BHIWANI-MAHENDRAGARH,HARYANA,BHIWANI MAHENDRAGARH,HARYANA,BHIWANI MAHENDRAGARH,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
168,Haryana,FARIDABAD,HARYANA,FARIDABAD,HARYANA,FARIDABAD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
169,Haryana,GURGAON,HARYANA,GURGAON,HARYANA,GURGAON,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
170,Haryana,HISAR,HARYANA,HISAR,HARYANA,HISAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
171,Haryana,KARNAL,HARYANA,KARNAL,HARYANA,KARNAL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
172,Haryana,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,KURUKSHETRA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
173,Haryana,ROHTAK,HARYANA,ROHTAK,HARYANA,ROHTAK,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
174,Haryana,SIRSA,HARYANA,SIRSA,HARYANA,SIRSA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
175,Haryana,SONIPAT,HARYANA,SONIPAT,HARYANA,SONIPAT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
176,Himachal Pradesh,HAMIRPUR,HIMACHAL PRADESH,HAMIRPUR,HIMACHAL PRADESH,HAMIRPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
177,Himachal Pradesh,KANGRA,HIMACHAL PRADESH,KANGRA,HIMACHAL PRADESH,KANGRA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
178,Himachal Pradesh,MANDI,HIMACHAL PRADESH,MANDI,HIMACHAL PRADESH,MANDI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
179,Himachal Pradesh,SHIMLA,HIMACHAL PRADESH,SHIMLA,HIMACHAL PRADESH,SHIMLA,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
180,Jammu & Kashmir,Ladakh,JAMMU AND KASHMIR,LADAKH,JAMMU AND KASHMIR,LADAKH,true_missing,no_election_data_needs_election_results,False,True,False,Seat missing election results in master
181,Jammu and Kashmir,ANANTNAG-RAJOURI,JAMMU & KASHMIR,ANANTNAG RAJOURI,JAMMU AND KASHMIR,ANANTNAG RAJOURI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
182,Jammu and Kashmir,BARAMULLA,JAMMU & KASHMIR,BARAMULLA,JAMMU AND KASHMIR,BARAMULLA,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
183,Jammu and Kashmir,JAMMU,JAMMU & KASHMIR,JAMMU,JAMMU AND KASHMIR,JAMMU,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
184,Jammu and Kashmir,SRINAGAR,JAMMU & KASHMIR,SRINAGAR,JAMMU AND KASHMIR,SRINAGAR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
185,Jammu and Kashmir,UDHAMPUR,JAMMU & KASHMIR,UDHAMPUR,JAMMU AND KASHMIR,UDHAMPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
186,Jharkhand,Chatra,JHARKHAND,CHATRA,JHARKHAND,CHATRA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
187,Jharkhand,Dhanbad,JHARKHAND,DHANBAD,JHARKHAND,DHANBAD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
188,Jharkhand,Dumka,JHARKHAND,DUMKA,JHARKHAND,DUMKA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
189,Jharkhand,Giridih,JHARKHAND,GIRIDIH,JHARKHAND,GIRIDIH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
190,Jharkhand,Godda,JHARKHAND,GODDA,JHARKHAND,GODDA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
191,Jharkhand,Hazaribagh,JHARKHAND,HAZARIBAGH,JHARKHAND,HAZARIBAGH,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
192,Jharkhand,Jamshedpur,JHARKHAND,JAMSHEDPUR,JHARKHAND,JAMSHEDPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
193,Jharkhand,Khunti,JHARKHAND,KHUNTI,JHARKHAND,KHUNTI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
194,Jharkhand,Kodarma,JHARKHAND,KODARMA,JHARKHAND,KODARMA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
195,Jharkhand,Lohardaga,JHARKHAND,LOHARDAGA,JHARKHAND,LOHARDAGA,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
196,Jharkhand,Palamu,JHARKHAND,PALAMU,JHARKHAND,PALAMU,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
197,Jharkhand,Rajmahal,JHARKHAND,RAJMAHAL,JHARKHAND,RAJMAHAL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
198,Jharkhand,Ranchi,JHARKHAND,RANCHI,JHARKHAND,RANCHI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
199,Jharkhand,Singhbhum,JHARKHAND,SINGHBHUM,JHARKHAND,SINGHBHUM,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
200,Karnataka,Bagalkot,KARNATAKA,BAGALKOT,KARNATAKA,BAGALKOT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
201,Karnataka,Bangalore North,KARNATAKA,BANGALORE NORTH,KARNATAKA,BANGALORE NORTH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
202,Karnataka,Bangalore Rural,KARNATAKA,BANGALORE RURAL,KARNATAKA,BANGALORE RURAL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
203,Karnataka,Bangalore South,KARNATAKA,BANGALORE SOUTH,KARNATAKA,BANGALORE SOUTH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
204,Karnataka,Bangalore central,KARNATAKA,BANGALORE CENTRAL,KARNATAKA,BANGALORE CENTRAL,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
205,Karnataka,Belagavi,KARNATAKA,BELAGAVI,KARNATAKA,BELAGAVI,true_missing,no_election_data_needs_election_results,False,True,False,Seat missing election results in master
206,Karnataka,Belgaum,KARNATAKA,BELGAUM,KARNATAKA,BELGAUM,true_missing,partial_demographics_missing_core_fields,True,False,True,Canonical seat with real data gap
207,Karnataka,Bellary,KARNATAKA,BELLARY,KARNATAKA,BELLARY,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
208,Karnataka,Bidar,KARNATAKA,BIDAR,KARNATAKA,BIDAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
209,Karnataka,Bijapur,KARNATAKA,BIJAPUR,KARNATAKA,BIJAPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
210,Karnataka,Chamarajanagar,KARNATAKA,CHAMARAJANAGAR,KARNATAKA,CHAMARAJANAGAR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
211,Karnataka,Chikballapur,KARNATAKA,CHIKBALLAPUR,KARNATAKA,CHIKBALLAPUR,true_missing,no_election_data_needs_election_results,False,True,False,Seat missing election results in master
212,Karnataka,Chikkballapur,KARNATAKA,CHIKKBALLAPUR,KARNATAKA,CHIKKBALLAPUR,true_missing,partial_demographics_missing_core_fields,True,False,True,Canonical seat with real data gap
213,Karnataka,Chikkodi,KARNATAKA,CHIKKODI,KARNATAKA,CHIKKODI,true_missing,partial_demographics_missing_core_fields,True,False,True,Canonical seat with real data gap
214,Karnataka,Chikodi,KARNATAKA,CHIKODI,KARNATAKA,CHIKODI,true_missing,no_election_data_needs_election_results,False,True,False,Seat missing election results in master
215,Karnataka,Chitradurga,KARNATAKA,CHITRADURGA,KARNATAKA,CHITRADURGA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
216,Karnataka,Dakshina Kannada,KARNATAKA,DAKSHINA KANNADA,KARNATAKA,DAKSHINA KANNADA,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
217,Karnataka,Davanagere,KARNATAKA,DAVANAGERE,KARNATAKA,DAVANAGERE,true_missing,partial_demographics_missing_core_fields,True,False,True,Canonical seat with real data gap
218,Karnataka,Davangere,KARNATAKA,DAVANGERE,KARNATAKA,DAVANGERE,true_missing,no_election_data_needs_election_results,False,True,False,Seat missing election results in master
219,Karnataka,Dharwad,KARNATAKA,DHARWAD,KARNATAKA,DHARWAD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
220,Karnataka,Gulbarga,KARNATAKA,GULBARGA,KARNATAKA,GULBARGA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
221,Karnataka,Haasan,KARNATAKA,HAASAN,KARNATAKA,HAASAN,true_missing,no_election_data_needs_election_results,False,True,False,Seat missing election results in master
222,Karnataka,Hassan,KARNATAKA,HASSAN,KARNATAKA,HASSAN,true_missing,partial_demographics_missing_core_fields,True,False,True,Canonical seat with real data gap
223,Karnataka,Haveri,KARNATAKA,HAVERI,KARNATAKA,HAVERI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
224,Karnataka,Kolar,KARNATAKA,KOLAR,KARNATAKA,KOLAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
225,Karnataka,Koppal,KARNATAKA,KOPPAL,KARNATAKA,KOPPAL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
226,Karnataka,Mandya,KARNATAKA,MANDYA,KARNATAKA,MANDYA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
227,Karnataka,Mysore,KARNATAKA,MYSORE,KARNATAKA,MYSORE,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
228,Karnataka,Raichur,KARNATAKA,RAICHUR,KARNATAKA,RAICHUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
229,Karnataka,Shimoga,KARNATAKA,SHIMOGA,KARNATAKA,SHIMOGA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
230,Karnataka,Tumkur,KARNATAKA,TUMKUR,KARNATAKA,TUMKUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
231,Karnataka,Udupi Chikmagalur,KARNATAKA,UDUPI CHIKMAGALUR,KARNATAKA,UDUPI CHIKMAGALUR,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
232,Karnataka,Uttara Kannada,KARNATAKA,UTTARA KANNADA,KARNATAKA,UTTARA KANNADA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
233,Kerala,Alappuzha,KERALA,ALAPPUZHA,KERALA,ALAPPUZHA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
234,Kerala,Alathur,KERALA,ALATHUR,KERALA,ALATHUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
235,Kerala,Attingal,KERALA,ATTINGAL,KERALA,ATTINGAL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
236,Kerala,Chalakudy,KERALA,CHALAKUDY,KERALA,CHALAKUDY,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
237,Kerala,Ernakulam,KERALA,ERNAKULAM,KERALA,ERNAKULAM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
238,Kerala,Idukki,KERALA,IDUKKI,KERALA,IDUKKI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
239,Kerala,Kannur,KERALA,KANNUR,KERALA,KANNUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
240,Kerala,Kasaragod,KERALA,KASARAGOD,KERALA,KASARAGOD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
241,Kerala,Kollam,KERALA,KOLLAM,KERALA,KOLLAM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
242,Kerala,Kottayam,KERALA,KOTTAYAM,KERALA,KOTTAYAM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
243,Kerala,Kozhikode,KERALA,KOZHIKODE,KERALA,KOZHIKODE,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
244,Kerala,Malappuram,KERALA,MALAPPURAM,KERALA,MALAPPURAM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
245,Kerala,Mavelikkara,KERALA,MAVELIKKARA,KERALA,MAVELIKKARA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
246,Kerala,Palakkad,KERALA,PALAKKAD,KERALA,PALAKKAD,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
247,Kerala,Pathanamthitta,KERALA,PATHANAMTHITTA,KERALA,PATHANAMTHITTA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
248,Kerala,Ponnani,KERALA,PONNANI,KERALA,PONNANI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
249,Kerala,Thiruvananthapuram,KERALA,THIRUVANANTHAPURAM,KERALA,THIRUVANANTHAPURAM,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
250,Kerala,Thrissur,KERALA,THRISSUR,KERALA,THRISSUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
251,Kerala,Vadakara,KERALA,VADAKARA,KERALA,VADAKARA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
252,Kerala,Wayanad,KERALA,WAYANAD,KERALA,WAYANAD,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
253,Ladakh,Ladakh,LADAKH,LADAKH,LADAKH,LADAKH,true_missing,election_only_needs_demographics,True,False,False,Canonical seat with real data gap
254,Lakshadweep,Lakshadweep,LAKSHADWEEP,LAKSHADWEEP,LAKSHADWEEP,LAKSHADWEEP,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
255,Madhya Pradesh,119-Narsingpur,MADHYA PRADESH,119 NARSINGPUR,MADHYA PRADESH,119 NARSINGPUR,reference_old_name,reference_only_not_in_current_election,False,False,True,Delimitation/reference old constituency name
256,Madhya Pradesh,BALAGHAT,MADHYA PRADESH,BALAGHAT,MADHYA PRADESH,BALAGHAT,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
257,Madhya Pradesh,BETUL,MADHYA PRADESH,BETUL,MADHYA PRADESH,BETUL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
258,Madhya Pradesh,BHIND,MADHYA PRADESH,BHIND,MADHYA PRADESH,BHIND,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
259,Madhya Pradesh,BHOPAL,MADHYA PRADESH,BHOPAL,MADHYA PRADESH,BHOPAL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
260,Madhya Pradesh,CHHINDWARA,MADHYA PRADESH,CHHINDWARA,MADHYA PRADESH,CHHINDWARA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
261,Madhya Pradesh,DAMOH,MADHYA PRADESH,DAMOH,MADHYA PRADESH,DAMOH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
262,Madhya Pradesh,DEWAS,MADHYA PRADESH,DEWAS,MADHYA PRADESH,DEWAS,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
263,Madhya Pradesh,DHAR,MADHYA PRADESH,DHAR,MADHYA PRADESH,DHAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
264,Madhya Pradesh,GUNA,MADHYA PRADESH,GUNA,MADHYA PRADESH,GUNA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
265,Madhya Pradesh,GWALIOR,MADHYA PRADESH,GWALIOR,MADHYA PRADESH,GWALIOR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
266,Madhya Pradesh,HOSHANGABAD,MADHYA PRADESH,HOSHANGABAD,MADHYA PRADESH,HOSHANGABAD,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
267,Madhya Pradesh,INDORE,MADHYA PRADESH,INDORE,MADHYA PRADESH,INDORE,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
268,Madhya Pradesh,JABALPUR,MADHYA PRADESH,JABALPUR,MADHYA PRADESH,JABALPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
269,Madhya Pradesh,KHAJURAHO,MADHYA PRADESH,KHAJURAHO,MADHYA PRADESH,KHAJURAHO,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
270,Madhya Pradesh,KHANDWA,MADHYA PRADESH,KHANDWA,MADHYA PRADESH,KHANDWA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
271,Madhya Pradesh,KHARGONE,MADHYA PRADESH,KHARGONE,MADHYA PRADESH,KHARGONE,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
272,Madhya Pradesh,MANDLA,MADHYA PRADESH,MANDLA,MADHYA PRADESH,MANDLA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
273,Madhya Pradesh,MANDSOUR,MADHYA PRADESH,MANDSOUR,MADHYA PRADESH,MANDSOUR,true_missing,partial_demographics_missing_core_fields,True,False,True,Canonical seat with real data gap
274,Madhya Pradesh,MORENA,MADHYA PRADESH,MORENA,MADHYA PRADESH,MORENA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
275,Madhya Pradesh,Mandsaur,MADHYA PRADESH,MANDSAUR,MADHYA PRADESH,MANDSAUR,true_missing,no_election_data_needs_election_results,False,True,False,Seat missing election results in master
276,Madhya Pradesh,RAJGARH,MADHYA PRADESH,RAJGARH,MADHYA PRADESH,RAJGARH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
277,Madhya Pradesh,RATLAM,MADHYA PRADESH,RATLAM,MADHYA PRADESH,RATLAM,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
278,Madhya Pradesh,REWA,MADHYA PRADESH,REWA,MADHYA PRADESH,REWA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
279,Madhya Pradesh,SAGAR,MADHYA PRADESH,SAGAR,MADHYA PRADESH,SAGAR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
280,Madhya Pradesh,SATNA,MADHYA PRADESH,SATNA,MADHYA PRADESH,SATNA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
281,Madhya Pradesh,SHAHDOL,MADHYA PRADESH,SHAHDOL,MADHYA PRADESH,SHAHDOL,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
282,Madhya Pradesh,SIDHI,MADHYA PRADESH,SIDHI,MADHYA PRADESH,SIDHI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
283,Madhya Pradesh,TIKAMGARH,MADHYA PRADESH,TIKAMGARH,MADHYA PRADESH,TIKAMGARH,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
284,Madhya Pradesh,UJJAIN,MADHYA PRADESH,UJJAIN,MADHYA PRADESH,UJJAIN,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
285,Madhya Pradesh,VIDISHA,MADHYA PRADESH,VIDISHA,MADHYA PRADESH,VIDISHA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
286,Maharashtra,Ahmednagar,MAHARASHTRA,AHMEDNAGAR,MAHARASHTRA,AHMEDNAGAR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
287,Maharashtra,Akola,MAHARASHTRA,AKOLA,MAHARASHTRA,AKOLA,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
288,Maharashtra,Amravati,MAHARASHTRA,AMRAVATI,MAHARASHTRA,AMRAVATI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
289,Maharashtra,Aurangabad,MAHARASHTRA,AURANGABAD,MAHARASHTRA,AURANGABAD,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
290,Maharashtra,Baramati,MAHARASHTRA,BARAMATI,MAHARASHTRA,BARAMATI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
291,Maharashtra,Beed,MAHARASHTRA,BEED,MAHARASHTRA,BEED,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
292,Maharashtra,Bhandara Gondiya,MAHARASHTRA,BHANDARA GONDIYA,MAHARASHTRA,BHANDARA GONDIYA,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
293,Maharashtra,Bhiwandi,MAHARASHTRA,BHIWANDI,MAHARASHTRA,BHIWANDI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
294,Maharashtra,Buldhana,MAHARASHTRA,BULDHANA,MAHARASHTRA,BULDHANA,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
295,Maharashtra,Chandrapur,MAHARASHTRA,CHANDRAPUR,MAHARASHTRA,CHANDRAPUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
296,Maharashtra,Dhule,MAHARASHTRA,DHULE,MAHARASHTRA,DHULE,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
297,Maharashtra,Dindori,MAHARASHTRA,DINDORI,MAHARASHTRA,DINDORI,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
298,Maharashtra,Gadchiroli - Chimur,MAHARASHTRA,GADCHIROLI CHIMUR,MAHARASHTRA,GADCHIROLI CHIMUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
299,Maharashtra,Hatkanangale,MAHARASHTRA,HATKANANGALE,MAHARASHTRA,HATKANANGALE,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
300,Maharashtra,Hingoli,MAHARASHTRA,HINGOLI,MAHARASHTRA,HINGOLI,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
301,Maharashtra,Jalgaon,MAHARASHTRA,JALGAON,MAHARASHTRA,JALGAON,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
302,Maharashtra,Jalna,MAHARASHTRA,JALNA,MAHARASHTRA,JALNA,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
303,Maharashtra,Kalyan,MAHARASHTRA,KALYAN,MAHARASHTRA,KALYAN,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
304,Maharashtra,Kolhapur,MAHARASHTRA,KOLHAPUR,MAHARASHTRA,KOLHAPUR,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
305,Maharashtra,Latur,MAHARASHTRA,LATUR,MAHARASHTRA,LATUR,true_missing,partial_demographics_missing_core_fields,True,True,True,Canonical seat with real data gap
306,Maharashtra,Madha,MAHARASHTRA,MADHA,MAHARASHTRA,MADHA,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
307,Maharashtra,Maval,MAHARASHTRA,MAVAL,MAHARASHTRA,MAVAL,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
308,Maharashtra,Mumbai North,MAHARASHTRA,MUMBAI NORTH,MAHARASHTRA,MUMBAI NORTH,true_missing,election_only_needs_demographics,True,True,True,Canonical seat with real data gap
309,Maharashtra,Mumbai North Central,MAHARASHTRA,MUMBAI NORTH CENTRAL,MAHARASHTRA,MUMBAI NORTH CENTRAL,true_missing,election_only_needs_demographics,True,True,False,Canonical seat with real data gap
