state,constituency,state_key,constituency_key,completion_category,exists_in_election_master,exists_in_frontend_constituencies,exists_in_geojson,exists_in_delimitation_reference,possible_state_alias,possible_constituency_alias,closest_delimitation_match,closest_frontend_match,skip_reason,districts_missing,autofill_rows_created,expected_core_fields,recommended_action
Karnataka,Bangalore South,KARNATAKA,BANGALORE SOUTH,partial_demographics_missing_core_fields,True,True,True,True,,,"Bangalore Central 160 Sarvagnanagar, 161 C.V. Raman Nagar (SC)",Karnataka / Bangalore North,partial_field_skip,,6,9,manual_research_required
Karnataka,Bangalore central,KARNATAKA,BANGALORE CENTRAL,election_only_needs_demographics,True,True,True,True,,,"Bangalore Central 160 Sarvagnanagar, 161 C.V. Raman Nagar (SC)",Karnataka / Bangalore North,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Karnataka,Belgaum,KARNATAKA,BELGAUM,partial_demographics_missing_core_fields,True,True,False,True,,,Belgaum,Karnataka / Belgaum,partial_field_skip,,6,9,manual_research_required
Karnataka,Bellary,KARNATAKA,BELLARY,partial_demographics_missing_core_fields,True,True,True,True,,,Bellary,Karnataka / Bellary,partial_field_skip,,6,9,manual_research_required
Karnataka,Bidar,KARNATAKA,BIDAR,partial_demographics_missing_core_fields,True,True,True,True,,,Bidar,Karnataka / Bidar,partial_field_skip,,6,9,manual_research_required
Karnataka,Bijapur,KARNATAKA,BIJAPUR,partial_demographics_missing_core_fields,True,True,True,True,,,Bijapur,Karnataka / Bijapur,partial_field_skip,,6,9,manual_research_required
Karnataka,Chamarajanagar,KARNATAKA,CHAMARAJANAGAR,election_only_needs_demographics,True,True,True,True,,,"Chamarajanagar 213. Heggadadevankote (ST), 214. Nanjangud (SC)",Karnataka / Chamarajanagar,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Karnataka,Chikkballapur,KARNATAKA,CHIKKBALLAPUR,partial_demographics_missing_core_fields,True,True,False,True,,,Chikkballapur,Karnataka / Chikkballapur,partial_field_skip,,6,9,manual_research_required
Karnataka,Chikkodi,KARNATAKA,CHIKKODI,partial_demographics_missing_core_fields,True,True,False,True,,,Chikkodi,Karnataka / Chikkodi,partial_field_skip,,6,9,manual_research_required
Karnataka,Chitradurga,KARNATAKA,CHITRADURGA,partial_demographics_missing_core_fields,True,True,True,True,,,Chitradurga,Karnataka / Chitradurga,partial_field_skip,,6,9,manual_research_required
Karnataka,Dakshina Kannada,KARNATAKA,DAKSHINA KANNADA,election_only_needs_demographics,True,True,True,True,,,"Dakshina Kannada 200. Belthangady, 201. Moodabidri, 202. Mangalore City North",Karnataka / Dakshina Kannada,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Karnataka,Davanagere,KARNATAKA,DAVANAGERE,partial_demographics_missing_core_fields,True,True,False,True,,,Davanagere,Karnataka / Davanagere,partial_field_skip,,6,9,manual_research_required
Karnataka,Dharwad,KARNATAKA,DHARWAD,partial_demographics_missing_core_fields,True,True,True,True,,,Dharwad,Karnataka / Dharwad,partial_field_skip,,6,9,manual_research_required
Karnataka,Gulbarga,KARNATAKA,GULBARGA,partial_demographics_missing_core_fields,True,True,True,True,,,Gulbarga,Karnataka / Gulbarga,partial_field_skip,,6,9,manual_research_required
Karnataka,Hassan,KARNATAKA,HASSAN,partial_demographics_missing_core_fields,True,True,False,True,,,Hassan,Karnataka / Hassan,partial_field_skip,,6,9,manual_research_required
Karnataka,Haveri,KARNATAKA,HAVERI,partial_demographics_missing_core_fields,True,True,True,True,,,Haveri,Karnataka / Haveri,partial_field_skip,,6,9,manual_research_required
Karnataka,Kolar,KARNATAKA,KOLAR,partial_demographics_missing_core_fields,True,True,True,True,,,Kolar,Karnataka / Kolar,partial_field_skip,,6,9,manual_research_required
Karnataka,Koppal,KARNATAKA,KOPPAL,partial_demographics_missing_core_fields,True,True,True,True,,,Koppal,Karnataka / Koppal,partial_field_skip,,6,9,manual_research_required
Karnataka,Mandya,KARNATAKA,MANDYA,partial_demographics_missing_core_fields,True,True,True,True,,,Mandya,Karnataka / Mandya,partial_field_skip,,6,9,manual_research_required
Karnataka,Mysore,KARNATAKA,MYSORE,partial_demographics_missing_core_fields,True,True,True,True,,,Mysore,Karnataka / Mysore,partial_field_skip,,6,9,manual_research_required
Karnataka,Raichur,KARNATAKA,RAICHUR,partial_demographics_missing_core_fields,True,True,True,True,,,Raichur,Karnataka / Raichur,partial_field_skip,,6,9,manual_research_required
Karnataka,Shimoga,KARNATAKA,SHIMOGA,partial_demographics_missing_core_fields,True,True,True,True,,,Shimoga,Karnataka / Shimoga,partial_field_skip,,6,9,manual_research_required
Karnataka,Tumkur,KARNATAKA,TUMKUR,partial_demographics_missing_core_fields,True,True,True,True,,,Tumkur,Karnataka / Tumkur,partial_field_skip,,6,9,manual_research_required
Karnataka,Udupi Chikmagalur,KARNATAKA,UDUPI CHIKMAGALUR,election_only_needs_demographics,True,True,True,True,,,Udupi,Karnataka / Udupi Chikmagalur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Karnataka,Uttara Kannada,KARNATAKA,UTTARA KANNADA,partial_demographics_missing_core_fields,True,True,True,True,,,Uttara Kannada,Karnataka / Uttara Kannada,partial_field_skip,,6,9,manual_research_required
Kerala,Alappuzha,KERALA,ALAPPUZHA,partial_demographics_missing_core_fields,True,True,True,True,,,Alappuzha,Kerala / Alappuzha,partial_field_skip,,6,9,manual_research_required
Kerala,Alathur,KERALA,ALATHUR,partial_demographics_missing_core_fields,True,True,True,True,,,Alathur,Kerala / Alathur,partial_field_skip,,6,9,manual_research_required
Kerala,Attingal,KERALA,ATTINGAL,partial_demographics_missing_core_fields,True,True,True,True,,,Attingal,Kerala / Attingal,partial_field_skip,,6,9,manual_research_required
Kerala,Chalakudy,KERALA,CHALAKUDY,partial_demographics_missing_core_fields,True,True,True,True,,,Chalakudy,Kerala / Chalakudy,partial_field_skip,,6,9,manual_research_required
Kerala,Ernakulam,KERALA,ERNAKULAM,partial_demographics_missing_core_fields,True,True,True,True,,,Ernakulam,Kerala / Ernakulam,partial_field_skip,,6,9,manual_research_required
Kerala,Idukki,KERALA,IDUKKI,partial_demographics_missing_core_fields,True,True,True,True,,,Idukki,Kerala / Idukki,partial_field_skip,,6,9,manual_research_required
Kerala,Kannur,KERALA,KANNUR,election_only_needs_demographics,True,True,True,False,,,,Kerala / Kannur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Kerala,Kasaragod,KERALA,KASARAGOD,partial_demographics_missing_core_fields,True,True,True,True,,,Kasaragod,Kerala / Kasaragod,partial_field_skip,,6,9,manual_research_required
Kerala,Kollam,KERALA,KOLLAM,partial_demographics_missing_core_fields,True,True,True,True,,,Kollam,Kerala / Kollam,partial_field_skip,,6,9,manual_research_required
Kerala,Kottayam,KERALA,KOTTAYAM,partial_demographics_missing_core_fields,True,True,True,True,,,Kottayam,Kerala / Kottayam,partial_field_skip,,6,9,manual_research_required
Kerala,Kozhikode,KERALA,KOZHIKODE,partial_demographics_missing_core_fields,True,True,True,True,,,Kozhikode,Kerala / Kozhikode,partial_field_skip,,6,9,manual_research_required
Kerala,Malappuram,KERALA,MALAPPURAM,partial_demographics_missing_core_fields,True,True,True,True,,,Malappuram,Kerala / Malappuram,partial_field_skip,,6,9,manual_research_required
Kerala,Mavelikkara,KERALA,MAVELIKKARA,partial_demographics_missing_core_fields,True,True,False,True,,,Mavelikkara,Kerala / Mavelikkara,partial_field_skip,,6,9,manual_research_required
Kerala,Palakkad,KERALA,PALAKKAD,partial_demographics_missing_core_fields,True,True,True,True,,,Palakkad,Kerala / Palakkad,partial_field_skip,,6,9,manual_research_required
Kerala,Pathanamthitta,KERALA,PATHANAMTHITTA,partial_demographics_missing_core_fields,True,True,True,True,,,Pathanamthitta,Kerala / Pathanamthitta,partial_field_skip,,6,9,manual_research_required
Kerala,Ponnani,KERALA,PONNANI,partial_demographics_missing_core_fields,True,True,True,True,,,Ponnani,Kerala / Ponnani,partial_field_skip,,6,9,manual_research_required
Kerala,Thiruvananthapuram,KERALA,THIRUVANANTHAPURAM,election_only_needs_demographics,True,True,True,True,,,"Thiruvanantha puram                    -puram, 135- Nemom, 137- Parassala, 139- Kovalam and",Kerala / Thiruvananthapuram,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Kerala,Thrissur,KERALA,THRISSUR,partial_demographics_missing_core_fields,True,True,True,True,,,Thrissur,Kerala / Thrissur,partial_field_skip,,6,9,manual_research_required
Kerala,Vadakara,KERALA,VADAKARA,partial_demographics_missing_core_fields,True,True,True,True,,,Vadakara,Kerala / Vadakara,partial_field_skip,,6,9,manual_research_required
Kerala,Wayanad,KERALA,WAYANAD,election_only_needs_demographics,True,True,True,False,,,,Kerala / Wayanad,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Ladakh,Ladakh,LADAKH,LADAKH,election_only_needs_demographics,True,True,False,False,,,,Ladakh / Ladakh,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Lakshadweep,Lakshadweep,LAKSHADWEEP,LAKSHADWEEP,election_only_needs_demographics,True,True,True,False,,,,Lakshadweep / Lakshadweep,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Madhya Pradesh,BALAGHAT,MADHYA PRADESH,BALAGHAT,partial_demographics_missing_core_fields,True,True,True,True,,,BALAGHAT,Madhya Pradesh / BALAGHAT,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,BETUL,MADHYA PRADESH,BETUL,partial_demographics_missing_core_fields,True,True,True,True,,,BETUL,Madhya Pradesh / BETUL,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,BHIND,MADHYA PRADESH,BHIND,partial_demographics_missing_core_fields,True,True,True,True,,,BHIND,Madhya Pradesh / BHIND,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,BHOPAL,MADHYA PRADESH,BHOPAL,partial_demographics_missing_core_fields,True,True,True,True,,,BHOPAL,Madhya Pradesh / BHOPAL,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,CHHINDWARA,MADHYA PRADESH,CHHINDWARA,partial_demographics_missing_core_fields,True,True,True,True,,,CHHINDWARA,Madhya Pradesh / CHHINDWARA,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,DAMOH,MADHYA PRADESH,DAMOH,partial_demographics_missing_core_fields,True,True,True,True,,,DAMOH,Madhya Pradesh / DAMOH,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,DEWAS,MADHYA PRADESH,DEWAS,partial_demographics_missing_core_fields,True,True,True,True,,,DEWAS,Madhya Pradesh / DEWAS,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,DHAR,MADHYA PRADESH,DHAR,partial_demographics_missing_core_fields,True,True,True,True,,,DHAR,Madhya Pradesh / DHAR,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,GUNA,MADHYA PRADESH,GUNA,partial_demographics_missing_core_fields,True,True,True,True,,,GUNA,Madhya Pradesh / GUNA,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,GWALIOR,MADHYA PRADESH,GWALIOR,partial_demographics_missing_core_fields,True,True,True,True,,,GWALIOR,Madhya Pradesh / GWALIOR,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,HOSHANGABAD,MADHYA PRADESH,HOSHANGABAD,election_only_needs_demographics,True,True,True,False,,,,Madhya Pradesh / HOSHANGABAD,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Madhya Pradesh,INDORE,MADHYA PRADESH,INDORE,partial_demographics_missing_core_fields,True,True,True,True,,,INDORE,Madhya Pradesh / INDORE,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,JABALPUR,MADHYA PRADESH,JABALPUR,partial_demographics_missing_core_fields,True,True,True,True,,,JABALPUR,Madhya Pradesh / JABALPUR,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,KHAJURAHO,MADHYA PRADESH,KHAJURAHO,partial_demographics_missing_core_fields,True,True,True,True,,,KHAJURAHO,Madhya Pradesh / KHAJURAHO,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,KHANDWA,MADHYA PRADESH,KHANDWA,partial_demographics_missing_core_fields,True,True,True,True,,,KHANDWA,Madhya Pradesh / KHANDWA,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,KHARGONE,MADHYA PRADESH,KHARGONE,election_only_needs_demographics,True,True,True,True,,,KHARGONE (ST) 183-Maheshwar (SC),Madhya Pradesh / KHARGONE,partial_field_skip,,7,10,manual_research_required
Madhya Pradesh,MANDLA,MADHYA PRADESH,MANDLA,partial_demographics_missing_core_fields,True,True,True,True,,,MANDLA,Madhya Pradesh / MANDLA,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,MANDSOUR,MADHYA PRADESH,MANDSOUR,partial_demographics_missing_core_fields,True,True,False,True,,,MANDSOUR,Madhya Pradesh / MANDSOUR,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,MORENA,MADHYA PRADESH,MORENA,partial_demographics_missing_core_fields,True,True,True,True,,,MORENA,Madhya Pradesh / MORENA,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,RAJGARH,MADHYA PRADESH,RAJGARH,partial_demographics_missing_core_fields,True,True,True,True,,,RAJGARH,Madhya Pradesh / RAJGARH,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,RATLAM,MADHYA PRADESH,RATLAM,partial_demographics_missing_core_fields,True,True,True,True,,,RATLAM,Madhya Pradesh / RATLAM,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,REWA,MADHYA PRADESH,REWA,partial_demographics_missing_core_fields,True,True,True,True,,,REWA,Madhya Pradesh / REWA,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,SAGAR,MADHYA PRADESH,SAGAR,partial_demographics_missing_core_fields,True,True,True,True,,,SAGAR,Madhya Pradesh / SAGAR,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,SATNA,MADHYA PRADESH,SATNA,partial_demographics_missing_core_fields,True,True,True,True,,,SATNA,Madhya Pradesh / SATNA,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,SHAHDOL,MADHYA PRADESH,SHAHDOL,partial_demographics_missing_core_fields,True,True,True,True,,,SHAHDOL,Madhya Pradesh / SHAHDOL,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,SIDHI,MADHYA PRADESH,SIDHI,partial_demographics_missing_core_fields,True,True,True,True,,,SIDHI,Madhya Pradesh / SIDHI,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,TIKAMGARH,MADHYA PRADESH,TIKAMGARH,partial_demographics_missing_core_fields,True,True,True,True,,,TIKAMGARH,Madhya Pradesh / TIKAMGARH,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,UJJAIN,MADHYA PRADESH,UJJAIN,partial_demographics_missing_core_fields,True,True,True,True,,,UJJAIN,Madhya Pradesh / UJJAIN,partial_field_skip,,6,9,manual_research_required
Madhya Pradesh,VIDISHA,MADHYA PRADESH,VIDISHA,partial_demographics_missing_core_fields,True,True,True,True,,,VIDISHA,Madhya Pradesh / VIDISHA,partial_field_skip,,6,9,manual_research_required
Maharashtra,Ahmednagar,MAHARASHTRA,AHMEDNAGAR,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Ahmednagar,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Akola,MAHARASHTRA,AKOLA,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Akola,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Amravati,MAHARASHTRA,AMRAVATI,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Amravati,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Aurangabad,MAHARASHTRA,AURANGABAD,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Aurangabad,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Baramati,MAHARASHTRA,BARAMATI,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Baramati,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Beed,MAHARASHTRA,BEED,partial_demographics_missing_core_fields,True,True,True,True,,,Beed,Maharashtra / Beed,partial_field_skip,,6,9,manual_research_required
Maharashtra,Bhandara Gondiya,MAHARASHTRA,BHANDARA GONDIYA,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Bhandara Gondiya,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Bhiwandi,MAHARASHTRA,BHIWANDI,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Bhiwandi,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Buldhana,MAHARASHTRA,BULDHANA,partial_demographics_missing_core_fields,True,True,True,True,,,Buldhana,Maharashtra / Buldhana,partial_field_skip,,6,9,manual_research_required
Maharashtra,Chandrapur,MAHARASHTRA,CHANDRAPUR,partial_demographics_missing_core_fields,True,True,True,True,,,Chandrapur,Maharashtra / Chandrapur,partial_field_skip,,6,9,manual_research_required
Maharashtra,Dhule,MAHARASHTRA,DHULE,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Dhule,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Dindori,MAHARASHTRA,DINDORI,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Dindori,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Gadchiroli - Chimur,MAHARASHTRA,GADCHIROLI CHIMUR,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Gadchiroli - Chimur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Hatkanangale,MAHARASHTRA,HATKANANGALE,election_only_needs_demographics,True,True,False,False,,,,Maharashtra / Hatkanangale,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Hingoli,MAHARASHTRA,HINGOLI,partial_demographics_missing_core_fields,True,True,True,True,,,Hingoli,Maharashtra / Hingoli,partial_field_skip,,6,9,manual_research_required
Maharashtra,Jalgaon,MAHARASHTRA,JALGAON,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Jalgaon,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Jalna,MAHARASHTRA,JALNA,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Jalna,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Kalyan,MAHARASHTRA,KALYAN,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Kalyan,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Kolhapur,MAHARASHTRA,KOLHAPUR,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Kolhapur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Latur,MAHARASHTRA,LATUR,partial_demographics_missing_core_fields,True,True,True,True,,,Latur,Maharashtra / Latur,partial_field_skip,,6,9,manual_research_required
Maharashtra,Madha,MAHARASHTRA,MADHA,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Madha,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Maval,MAHARASHTRA,MAVAL,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Maval,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Mumbai North,MAHARASHTRA,MUMBAI NORTH,election_only_needs_demographics,True,True,True,True,,,"Mumbai North Central          East, 177. Vandre West and 175. Kalina.",Maharashtra / Mumbai North,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Mumbai North Central,MAHARASHTRA,MUMBAI NORTH CENTRAL,election_only_needs_demographics,True,True,True,True,,,"Mumbai North Central          East, 177. Vandre West and 175. Kalina.",Maharashtra / Mumbai North,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Mumbai North East,MAHARASHTRA,MUMBAI NORTH EAST,election_only_needs_demographics,True,True,True,True,,,"Mumbai North Central          East, 177. Vandre West and 175. Kalina.",Maharashtra / Mumbai North,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Mumbai North West,MAHARASHTRA,MUMBAI NORTH WEST,partial_demographics_missing_core_fields,True,True,True,True,,,"Mumbai North Central          East, 177. Vandre West and 175. Kalina.",Maharashtra / Mumbai North,partial_field_skip,,6,9,manual_research_required
Maharashtra,Mumbai South,MAHARASHTRA,MUMBAI SOUTH,partial_demographics_missing_core_fields,True,True,True,True,,,"Mumbai North Central          East, 177. Vandre West and 175. Kalina.",Maharashtra / Mumbai North,partial_field_skip,,6,9,manual_research_required
Maharashtra,Mumbai South Central,MAHARASHTRA,MUMBAI SOUTH CENTRAL,partial_demographics_missing_core_fields,True,True,False,True,,,"Mumbai North Central          East, 177. Vandre West and 175. Kalina.",Maharashtra / Mumbai North,partial_field_skip,,6,9,manual_research_required
Maharashtra,Nagpur,MAHARASHTRA,NAGPUR,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Nagpur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Nanded,MAHARASHTRA,NANDED,partial_demographics_missing_core_fields,True,True,True,True,,,Nanded,Maharashtra / Nanded,partial_field_skip,,6,9,manual_research_required
Maharashtra,Nandurbar,MAHARASHTRA,NANDURBAR,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Nandurbar,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Nashik,MAHARASHTRA,NASHIK,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Nashik,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Osmanabad,MAHARASHTRA,OSMANABAD,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Osmanabad,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Palghar,MAHARASHTRA,PALGHAR,partial_demographics_missing_core_fields,True,True,True,True,,,Palghar,Maharashtra / Palghar,partial_field_skip,,6,9,manual_research_required
Maharashtra,Parbhani,MAHARASHTRA,PARBHANI,partial_demographics_missing_core_fields,True,True,True,True,,,Parbhani,Maharashtra / Parbhani,partial_field_skip,,6,9,manual_research_required
Maharashtra,Pune,MAHARASHTRA,PUNE,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Pune,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Raigad,MAHARASHTRA,RAIGAD,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Raigad,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Ramtek,MAHARASHTRA,RAMTEK,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Ramtek,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Ratnagiri- Sindhudurg,MAHARASHTRA,RATNAGIRI SINDHUDURG,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Ratnagiri- Sindhudurg,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Raver,MAHARASHTRA,RAVER,partial_demographics_missing_core_fields,True,True,True,True,,,Raver,Maharashtra / Raver,partial_field_skip,,6,9,manual_research_required
Maharashtra,Sangli,MAHARASHTRA,SANGLI,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Sangli,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Satara,MAHARASHTRA,SATARA,partial_demographics_missing_core_fields,True,True,True,True,,,Satara,Maharashtra / Satara,partial_field_skip,,6,9,manual_research_required
Maharashtra,Shirdi,MAHARASHTRA,SHIRDI,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Shirdi,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Shirur,MAHARASHTRA,SHIRUR,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Shirur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Solapur,MAHARASHTRA,SOLAPUR,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Solapur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Thane,MAHARASHTRA,THANE,partial_demographics_missing_core_fields,True,True,True,True,,,Thane,Maharashtra / Thane,partial_field_skip,,6,9,manual_research_required
Maharashtra,Wardha,MAHARASHTRA,WARDHA,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Wardha,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Maharashtra,Yavatmal- Washim,MAHARASHTRA,YAVATMAL WASHIM,election_only_needs_demographics,True,True,True,False,,,,Maharashtra / Yavatmal- Washim,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Manipur,Inner Manipur,MANIPUR,INNER MANIPUR,election_only_needs_demographics,True,True,True,False,,,,Manipur / Inner Manipur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Manipur,Outer Manipur,MANIPUR,OUTER MANIPUR,election_only_needs_demographics,True,True,True,False,,,,Manipur / Outer Manipur,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Meghalaya,Shillong,MEGHALAYA,SHILLONG,partial_demographics_missing_core_fields,True,True,True,True,,,SHILLONG,Meghalaya / Shillong,partial_field_skip,,6,9,manual_research_required
Meghalaya,Tura,MEGHALAYA,TURA,partial_demographics_missing_core_fields,True,True,True,True,,,TURA,Meghalaya / Tura,partial_field_skip,,6,9,manual_research_required
Mizoram,MIZORAM,MIZORAM,MIZORAM,election_only_needs_demographics,True,True,True,False,,,,Mizoram / MIZORAM,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
NCT OF Delhi,Chandni Chowk,NCT OF DELHI,CHANDNI CHOWK,election_only_needs_demographics,True,True,True,True,,,Chandni Chowk,NCT OF Delhi / Chandni Chowk,no_delimitation_mapping,Delhi,0,10,add_missing_delimitation_mapping
NCT OF Delhi,East Delhi,NCT OF DELHI,EAST DELHI,election_only_needs_demographics,True,True,True,True,,,East Delhi,NCT OF Delhi / East Delhi,no_delimitation_mapping,Delhi,0,10,add_missing_delimitation_mapping
NCT OF Delhi,New Delhi,NCT OF DELHI,NEW DELHI,election_only_needs_demographics,True,True,True,True,,,New Delhi,NCT OF Delhi / New Delhi,no_delimitation_mapping,Delhi,0,10,add_missing_delimitation_mapping
NCT OF Delhi,North-East Delhi,NCT OF DELHI,NORTH EAST DELHI,election_only_needs_demographics,True,True,True,True,,,East Delhi,NCT OF Delhi / East Delhi,no_delimitation_mapping,Delhi,0,10,add_missing_delimitation_mapping
NCT OF Delhi,North-West Delhi,NCT OF DELHI,NORTH WEST DELHI,election_only_needs_demographics,True,True,True,True,,,North East Delhi,NCT OF Delhi / North-East Delhi,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
NCT OF Delhi,South Delhi,NCT OF DELHI,SOUTH DELHI,election_only_needs_demographics,True,True,True,True,,,South Delhi,NCT OF Delhi / South Delhi,no_delimitation_mapping,Delhi,0,10,add_missing_delimitation_mapping
NCT OF Delhi,West Delhi,NCT OF DELHI,WEST DELHI,election_only_needs_demographics,True,True,True,True,,,"North West Delhi 1.Nerela, 5.Badli, 6.Rithala, 7.Bawana (SC), 8.Mundka, 9.Kirari",NCT OF Delhi / North-West Delhi,no_delimitation_mapping,Delhi,0,10,add_missing_delimitation_mapping
Nagaland,Nagaland,NAGALAND,NAGALAND,election_only_needs_demographics,True,True,True,False,,,,Nagaland / Nagaland,no_delimitation_mapping,,0,10,add_missing_delimitation_mapping
Odisha,Aska,ODISHA,ASKA,election_only_needs_demographics,True,True,True,True,,,ASKA,Odisha / Aska,partial_field_skip,,7,10,likely_duplicate
Odisha,Balasore,ODISHA,BALASORE,election_only_needs_demographics,True,True,True,True,,,BALASORE,Odisha / Balasore,partial_field_skip,,7,10,likely_duplicate
